seq,event,acc_updates,posts_touched,hwm_bytes,spill_records,spilled_bytes,spikes_emitted
2,EndScatter,512,1,16,0,0,0
3,EndScatter,0,0,0,0,0,0
4,EndScatter,0,0,0,0,0,0
2,EndApply,512,1,16,0,0,0
2,BeginScatter,512,1,16,0,0,0
2,EndApply,512,1,16,0,0,0
2,BeginScatter,512,1,16,0,0,0
6,EndApply,0,0,0,0,0,0
2,BeginApply,0,0,0,0,0,0
3,BeginApply,0,0,0,0,0,0
5,EndApply,0,0,0,0,0,0
2,EndScatter,512,1,16,0,0,0
2,EndScatter,512,1,16,0,0,0
6,EndScatter,0,0,0,0,0,0
2,EndApply,512,1,16,0,0,0
2,BeginScatter,512,1,16,0,0,0
3,EndApply,0,0,0,0,0,0
5,EndScatter,0,0,0,0,0,0
2,BeginApply,0,0,0,0,0,0
3,BeginApply,0,0,0,0,0,0
4,BeginApply,0,0,0,0,0,0
2,EndScatter,512,1,16,0,0,0
3,EndScatter,0,0,0,0,0,0
2,EndApply,512,1,16,0,0,0
2,BeginScatter,512,1,16,0,0,0
3,EndApply,0,0,0,0,0,0
4,EndApply,0,0,0,0,0,0
2,BeginApply,0,0,0,0,0,0
6,BeginApply,0,0,0,0,0,0
5,BeginApply,0,0,0,0,0,0
2,EndScatter,512,1,16,0,0,0
3,EndScatter,0,0,0,0,0,0
4,EndScatter,0,0,0,0,0,0
2,EndApply,512,1,16,0,0,0
2,BeginScatter,512,1,16,0,0,0
6,EndApply,0,0,0,0,0,0
2,BeginApply,0,0,0,0,0,0
5,EndApply,0,0,0,0,0,0
3,BeginApply,0,0,0,0,0,0
4,BeginApply,0,0,0,0,0,0
5,BeginApply,0,0,0,0,0,0
2,EndScatter,512,1,16,0,0,0
6,EndScatter,0,0,0,0,0,0
2,EndApply,512,1,16,0,0,0
2,BeginScatter,512,1,16,0,0,0
5,EndScatter,0,0,0,0,0,0
3,EndApply,0,0,0,0,0,0
4,EndApply,0,0,0,0,0,0
5,EndApply,0,0,0,0,0,0
3,BeginApply,0,0,0,0,0,0
3,BeginApply,0,0,0,0,0,0
7,BeginApply,0,0,0,0,0,0
6,BeginApply,0,0,0,0,0,0
2,EndScatter,512,1,16,0,0,0
3,EndScatter,0,0,0,0,0,0
4,EndScatter,0,0,0,0,0,0
5,EndScatter,0,0,0,0,0,0
3,EndApply,0,0,0,0,0,0
3,EndApply,0,0,0,0,0,0
7,EndApply,0,0,0,0,0,0
3,BeginApply,0,0,0,0,0,0
4,BeginApply,0,0,0,0,0,0
6,EndApply,0,0,0,0,0,0
3,EndScatter,0,0,0,0,0,0
3,EndScatter,0,0,0,0,0,0
7,EndScatter,0,0,0,0,0,0
3,EndApply,0,0,0,0,0,0
4,EndApply,0,0,0,0,0,0
6,EndScatter,0,0,0,0,0,0
3,BeginApply,0,0,0,0,0,0
4,BeginApply,0,0,0,0,0,0
5,BeginApply,0,0,0,0,0,0
3,EndScatter,0,0,0,0,0,0
4,EndScatter,0,0,0,0,0,0
3,EndApply,0,0,0,0,0,0
4,EndApply,0,0,0,0,0,0
5,EndApply,0,0,0,0,0,0
3,BeginApply,0,0,0,0,0,0
7,BeginApply,0,0,0,0,0,0
6,BeginApply,0,0,0,0,0,0
3,EndScatter,0,0,0,0,0,0
4,EndScatter,0,0,0,0,0,0
5,EndScatter,0,0,0,0,0,0
3,EndApply,0,0,0,0,0,0
7,EndApply,0,0,0,0,0,0
3,BeginApply,0,0,0,0,0,0
6,EndApply,0,0,0,0,0,0
4,BeginApply,0,0,0,0,0,0
5,BeginApply,0,0,0,0,0,0
6,BeginApply,0,0,0,0,0,0
3,EndScatter,0,0,0,0,0,0
7,EndScatter,0,0,0,0,0,0
3,EndApply,0,0,0,0,0,0
6,EndScatter,0,0,0,0,0,0
4,EndApply,0,0,0,0,0,0
6,EndApply,0,0,0,0,0,0
4,BeginApply,0,0,0,0,0,0
4,BeginApply,0,0,0,0,0,0
8,BeginApply,0,0,0,0,0,0
7,BeginApply,0,0,0,0,0,0
3,EndScatter,0,0,0,0,0,0
4,EndScatter,0,0,0,0,0,0
6,EndScatter,0,0,0,0,0,0
4,EndApply,0,0,0,0,0,0
4,EndApply,0,0,0,0,0,0
5,EndApply,0,0,0,0,0,0
8,EndApply,0,0,0,0,0,0
4,BeginApply,0,0,0,0,0,0
5,BeginApply,0,0,0,0,0,0
7,EndApply,0,0,0,0,0,0
4,EndScatter,0,0,0,0,0,0
4,EndScatter,0,0,0,0,0,0
5,EndScatter,0,0,0,0,0,0
8,EndScatter,0,0,0,0,0,0
5,EndApply,0,0,0,0,0,0
7,EndScatter,0,0,0,0,0,0
4,BeginApply,0,0,0,0,0,0
5,BeginApply,0,0,0,0,0,0
4,EndApply,0,0,0,0,0,0
6,BeginApply,0,0,0,0,0,0
5,EndScatter,0,0,0,0,0,0
4,EndApply,0,0,0,0,0,0
5,EndApply,0,0,0,0,0,0
4,EndScatter,0,0,0,0,0,0
6,EndApply,0,0,0,0,0,0
4,BeginApply,0,0,0,0,0,0
8,BeginApply,0,0,0,0,0,0
7,BeginApply,0,0,0,0,0,0
4,EndScatter,0,0,0,0,0,0
5,EndScatter,0,0,0,0,0,0
6,EndScatter,0,0,0,0,0,0
4,EndApply,0,0,0,0,0,0
8,EndApply,0,0,0,0,0,0
4,BeginApply,0,0,0,0,0,0
7,EndApply,0,0,0,0,0,0
5,BeginApply,0,0,0,0,0,0
7,BeginApply,0,0,0,0,0,0
4,EndScatter,0,0,0,0,0,0
8,EndScatter,0,0,0,0,0,0
4,EndApply,0,0,0,0,0,0
7,EndScatter,0,0,0,0,0,0
5,EndApply,0,0,0,0,0,0
7,EndApply,0,0,0,0,0,0
5,BeginApply,0,0,0,0,0,0
5,BeginApply,0,0,0,0,0,0
6,BeginApply,0,0,0,0,0,0
9,BeginApply,0,0,0,0,0,0
8,BeginApply,0,0,0,0,0,0
4,EndScatter,0,0,0,0,0,0
5,EndScatter,0,0,0,0,0,0
7,EndScatter,0,0,0,0,0,0
5,EndApply,0,0,0,0,0,0
5,EndApply,0,0,0,0,0,0
6,EndApply,0,0,0,0,0,0
9,EndApply,0,0,0,0,0,0
6,BeginApply,0,0,0,0,0,0
8,EndApply,0,0,0,0,0,0
5,EndScatter,0,0,0,0,0,0
5,BeginApply,0,0,0,0,0,0
5,EndScatter,0,0,0,0,0,0
6,EndScatter,0,0,0,0,0,0
9,EndScatter,0,0,0,0,0,0
6,EndApply,0,0,0,0,0,0
8,EndScatter,0,0,0,0,0,0
5,BeginApply,0,0,0,0,0,0
6,BeginApply,0,0,0,0,0,0
5,EndApply,0,0,0,0,0,0
7,BeginApply,0,0,0,0,0,0
6,EndScatter,0,0,0,0,0,0
5,EndApply,0,0,0,0,0,0
6,EndApply,0,0,0,0,0,0
5,EndScatter,0,0,0,0,0,0
7,EndApply,0,0,0,0,0,0
5,BeginApply,0,0,0,0,0,0
9,BeginApply,0,0,0,0,0,0
8,BeginApply,0,0,0,0,0,0
5,EndScatter,0,0,0,0,0,0
6,EndScatter,0,0,0,0,0,0
7,EndScatter,0,0,0,0,0,0
5,EndApply,0,0,0,0,0,0
9,EndApply,0,0,0,0,0,0
5,BeginApply,0,0,0,0,0,0
8,EndApply,0,0,0,0,0,0
6,BeginApply,0,0,0,0,0,0
8,BeginApply,0,0,0,0,0,0
5,EndScatter,0,0,0,0,0,0
9,EndScatter,0,0,0,0,0,0
5,EndApply,0,0,0,0,0,0
8,EndScatter,0,0,0,0,0,0
6,EndApply,0,0,0,0,0,0
8,EndApply,0,0,0,0,0,0
6,BeginApply,0,0,0,0,0,0
6,BeginApply,0,0,0,0,0,0
7,BeginApply,0,0,0,0,0,0
10,BeginApply,0,0,0,0,0,0
9,BeginApply,0,0,0,0,0,0
5,EndScatter,0,0,0,0,0,0
6,EndScatter,0,0,0,0,0,0
8,EndScatter,0,0,0,0,0,0
6,EndApply,0,0,0,0,0,0
6,EndApply,0,0,0,0,0,0
7,EndApply,0,0,0,0,0,0
10,EndApply,0,0,0,0,0,0
7,BeginApply,0,0,0,0,0,0
9,EndApply,0,0,0,0,0,0
6,EndScatter,0,0,0,0,0,0
6,BeginApply,0,0,0,0,0,0
6,EndScatter,0,0,0,0,0,0
7,EndScatter,0,0,0,0,0,0
